date,news,what_it_affects,source,raw_text
2024-07-09,Govt decides against tariff hike for protected consumers,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1844731/govt-decides-against-tariff-hike-for-protected-consumers,"Pakistan Govt decides against tariff hike for protected consumers Revised summary to be rushed through cabinet; Rs50bn revenue gap to be covered through subsidies, ""innovative"" tariff setting. Published 09 Jul, 2024 07:35am"
2024-07-09,Only 19pc lawmakers attended all sittings of NA budget session: report,Fiscal Policy / Budget / Taxes; Political Stability / Government,https://www.dawn.com/news/1844694/only-19pc-lawmakers-attended-all-sittings-of-na-budget-session-report,"Pakistan Only 19pc lawmakers attended all sittings of NA budget session: report Leader of opposition Omar Ayub Khan attended 100pc, Prime Minister Shehbaz Sharif 54pc of 13 sittings. Updated 09 Jul, 2024 11:28am"
2024-07-09,"Stocks rise on IMF deal, strong payouts",IMF / External Financing,https://www.dawn.com/news/1844775/stocks-rise-on-imf-deal-strong-payouts,"Business Stocks rise on IMF deal, strong payouts Topline Securities Ltd said trading was halted for two hours due to a fire and trading resumed once the blaze was controlled. Updated 09 Jul, 2024 10:00am"
2024-07-09,‘Mature’ oil well starts production in Sindh,Oil & Gas / Energy Sector,https://www.dawn.com/news/1844767/mature-oil-well-starts-production-in-sindh,"Business ‘Mature’ oil well starts production in Sindh Oil and Gas Development Company Ltd (OGDCL) has revitalised production from the Kunnar-11 well in Sindh and now produces 960 barrels of oil daily. Updated 09 Jul, 2024 10:24am"
2024-07-10,Part makers’ issues to be resolved: minister,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1844944/part-makers-issues-to-be-resolved-minister,"Business Part makers’ issues to be resolved: minister Paapam chairman calls for imposition of regulatory duties on small vehicles, which are exempt from new rates under Finance Bill FY2024-25. Updated 10 Jul, 2024 08:21am"
2024-07-10,"Stocks begin flirting with 81,000 level",IMF / External Financing; Fiscal Policy / Budget / Taxes; Privatization / Divestment,https://www.dawn.com/news/1844943/stocks-begin-flirting-with-81000-level,"Business Stocks begin flirting with 81,000 level Investor expectations for China energy debt restructuring, privatisation of SOEs contribute to bullish close. Updated 10 Jul, 2024 08:26am"
2024-07-11,Automobile sales hit 18-month high,Currency / Exchange Rate; IMF / External Financing; Automobile Sector,https://www.dawn.com/news/1845102/automobile-sales-hit-18-month-high,"Business Automobile sales hit 18-month high New IMF programme, stable currency contribute to increased sales. Updated 11 Jul, 2024 10:28am"
2024-07-11,Exports to US dive on poor performance by textile sector,Current Account / Trade; Textile Sector,https://www.dawn.com/news/1845103/exports-to-us-dive-on-poor-performance-by-textile-sector,"Business Exports to US dive on poor performance by textile sector Pakistani exports to China rise by 42pc to $2.553bn Updated 11 Jul, 2024 10:19am"
2024-07-11,NA clears SOEs bill; PM says no wheat exports yet,Fiscal Policy / Budget / Taxes; Current Account / Trade; Political Stability / Government,https://www.dawn.com/news/1845144/na-clears-soes-bill-pm-says-no-wheat-exports-yet,"Pakistan NA clears SOEs bill; PM says no wheat exports yet PM states that it was a matter of record that wheat and sugar were first exported and later imported during PTI’s days in power. Updated 11 Jul, 2024 08:45am"
2024-07-11,Nepra urges govt to correct power generation contracts,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1845146/nepra-urges-govt-to-correct-power-generation-contracts,"Pakistan Nepra urges govt to correct power generation contracts Regulator orders investigation into overbilling by distribution companies; consumers accuse Nepra of acting as rubber stamp for tariff hikes. Updated 11 Jul, 2024 08:49am"
2024-07-11,"Stocks fall below 80,000 on IMF’s new condition",IMF / External Financing,https://www.dawn.com/news/1845098/stocks-fall-below-80000-on-imfs-new-condition,"Business Stocks fall below 80,000 on IMF’s new condition The Fund has demanded the abolition of the Pakistan Sovereign Wealth Fund. Updated 11 Jul, 2024 11:12am"
2024-07-12,Aurangzeb hopeful of deal with IMF this month on $6bn package,IMF / External Financing,https://www.dawn.com/news/1845300/aurangzeb-hopeful-of-deal-with-imf-this-month-on-6bn-package,"Business Aurangzeb hopeful of deal with IMF this month on $6bn package Finmin says macroeconomic indicators have improved, IMF programme has invited investment from other multilateral institutions. Updated 12 Jul, 2024 07:44am"
2024-07-12,Flour shortage feared as millers go on strike,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1845331/flour-shortage-feared-as-millers-go-on-strike,"Pakistan Flour shortage feared as millers go on strike Strike called to protest new withholding tax. Published 12 Jul, 2024 07:26am"
2024-07-12,Govt warned of drop in rice exports,Fiscal Policy / Budget / Taxes; Current Account / Trade,https://www.dawn.com/news/1845304/govt-warned-of-drop-in-rice-exports,"Business Govt warned of drop in rice exports Exporters warn that Hybrid Tax Regime will damage farmers, render their crops uncompetitive. Updated 12 Jul, 2024 08:21am"
2024-07-12,Nepra rubber-stamps govt’s request for tariff rebasing,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1845332/nepra-rubber-stamps-govts-request-for-tariff-rebasing,"Pakistan Nepra rubber-stamps govt’s request for tariff rebasing Okays up to 51pc hike in base rates, 184pc increase in fixed capacity charges. Published 12 Jul, 2024 07:26am"
2024-07-12,PM asks FBR to end corruption,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1845302/pm-asks-fbr-to-end-corruption,"Business PM asks FBR to end corruption Orders third-party audit of WeBOC system. Updated 12 Jul, 2024 08:44am"
2024-07-12,Provinces agree to align agri tax system with centre,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1845301/provinces-agree-to-align-agri-tax-system-with-centre,"Business Provinces agree to align agri tax system with centre Uncertainty persists on maximum tax rate on farm income. Updated 12 Jul, 2024 08:08am"
2024-07-12,"SBP move to promote IT firms, exports",Monetary Policy / Interest Rates; Current Account / Trade,https://www.dawn.com/news/1845307/sbp-move-to-promote-it-firms-exports,"Business SBP move to promote IT firms, exports IT companies permitted to acquire interest in entities abroad. Updated 12 Jul, 2024 09:06am"
2024-07-12,SBP reserves rise to $9.4bn,Monetary Policy / Interest Rates; Banking Sector,https://www.dawn.com/news/1845306/sbp-reserves-rise-to-94bn,"Business SBP reserves rise to $9.4bn Central bank exceeds target of $9bn set until end of FY24 Updated 12 Jul, 2024 08:49am"
2024-07-12,Stocks recover overnight losses partially,Fertilizer Sector,https://www.dawn.com/news/1845308/stocks-recover-overnight-losses-partially,"Business Stocks recover overnight losses partially Sectors like fertiliser, power, IT and banking drive market’s positive momentum. Updated 12 Jul, 2024 09:16am"
2024-07-13,Economy gets shot in the arm as $7bn IMF deal clinched,IMF / External Financing; Cement Sector,https://www.dawn.com/news/1845536/economy-gets-shot-in-the-arm-as-7bn-imf-deal-clinched,"Business Economy gets shot in the arm as $7bn IMF deal clinched New programme to be approved by Fund's Executive Board; enable Pakistan to cement stability and create conditions for growth. Updated 13 Jul, 2024 07:24am"
2024-07-13,Flour export policy reversed amid millers’ strike,Current Account / Trade,https://www.dawn.com/news/1845529/flour-export-policy-reversed-amid-millers-strike,"Pakistan Flour export policy reversed amid millers’ strike Govt bans export of flour made from imported wheat. Updated 13 Jul, 2024 08:25am"
2024-07-13,"Islamabad, commentators and IMF are intent on strengthening flawed existing systems",IMF / External Financing,https://www.dawn.com/news/1845520/expecting-too-much,"Business Islamabad, commentators and IMF are intent on strengthening flawed existing systems The federal demand that the provinces raise more revenues is somewhat bizarre. Published 13 Jul, 2024 08:58am"
2024-07-13,Minister slams FBR as electricity prices soar,Fiscal Policy / Budget / Taxes; Oil & Gas / Energy Sector,https://www.dawn.com/news/1845495/minister-slams-fbr-as-electricity-prices-soar,"Business Minister slams FBR as electricity prices soar Awais Leghari says consumers paying Rs8 per unit tax amid authority’s failure. Updated 13 Jul, 2024 08:25am"
2024-07-13,"Petrol, diesel prices set to surge again in coming review",Oil & Gas / Energy Sector,https://www.dawn.com/news/1845497/petrol-diesel-prices-set-to-surge-again-in-coming-review,"Business Petrol, diesel prices set to surge again in coming review Rising global oil prices likely to push petrol up by Rs7.60, diesel by Rs3.50 per litre. Updated 13 Jul, 2024 08:15am"
2024-07-13,Sharp rupee depreciation feared after new IMF deal,Currency / Exchange Rate; IMF / External Financing; Foreign Investment / FPI,https://www.dawn.com/news/1845500/sharp-rupee-depreciation-feared-after-new-imf-deal,"Business Sharp rupee depreciation feared after new IMF deal Currency dealers optimistic that remittances, FDI will increase following new IMF agreement. Updated 13 Jul, 2024 08:32am"
2024-07-13,Tajir Dost Scheme expanded to 36 new cities,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1845501/tajir-dost-scheme-expanded-to-36-new-cities,"Business Tajir Dost Scheme expanded to 36 new cities Tax authorities have registered over 40,000 traders in six cities since April 1. Updated 13 Jul, 2024 08:38am"
2024-07-13,Weekly inflation remains above 23pc,Inflation / CPI,https://www.dawn.com/news/1845499/weekly-inflation-remains-above-23pc,"Business Weekly inflation remains above 23pc Increase driven primarily by high vegetable, pulse and gas prices. Updated 13 Jul, 2024 08:41am"
2024-07-13,‘IMF scepticism forces govt to impose new taxes’,IMF / External Financing; Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1845496/imf-scepticism-forces-govt-to-impose-new-taxes,"Business ‘IMF scepticism forces govt to impose new taxes’ FBR chairman says authority’s systems obsolete, digitisation will take years. Updated 13 Jul, 2024 07:58am"
2024-07-13,"‘Now is the time’: Must ensure new IMF programme is the last one, says PM Shehbaz",IMF / External Financing,https://www.dawn.com/news/1845565/now-is-the-time-must-ensure-new-imf-programme-is-the-last-one-says-pm-shehbaz,"Business ‘Now is the time’: Must ensure new IMF programme is the last one, says PM Shehbaz ""It is our responsibility to act speedily and work tirelessly,"" premier says; finance minister says new deal to bring macroeconomic stability. Updated 13 Jul, 2024 10:01pm"
2024-07-14,"Equities falter on rising political noise, grim economic outlook",IMF / External Financing,https://www.dawn.com/news/1845671/equities-falter-on-rising-political-noise-grim-economic-outlook,"Business Equities falter on rising political noise, grim economic outlook Market expected to react positively to new IMF deal. Updated 14 Jul, 2024 08:47am"
2024-07-14,Excise duty makes pulses costlier,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1845675/excise-duty-makes-pulses-costlier,"Business Excise duty makes pulses costlier Retailers charging high prices due to rising international prices, harsh taxation measures. Updated 14 Jul, 2024 08:26am"
2024-07-14,"IMF deal: relief but no cause for celebration, says ex-SBP chief",Monetary Policy / Interest Rates; IMF / External Financing,https://www.dawn.com/news/1845676/imf-deal-relief-but-no-cause-for-celebration-says-ex-sbp-chief,"Business IMF deal: relief but no cause for celebration, says ex-SBP chief Murtaza Syed says agreement incomplete because Pakistan needs debt relief from all its major external creditors. Updated 14 Jul, 2024 08:18am"
2024-07-14,PBC seeks roadmap to cut tax burden on formal sector,IMF / External Financing; Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1845673/pbc-seeks-roadmap-to-cut-tax-burden-on-formal-sector,"Business PBC seeks roadmap to cut tax burden on formal sector It appears that the IMF is primarily focused on the immediate challenge of dealing with Pakistan’s debt vulnerability, says PBC chief. Updated 14 Jul, 2024 08:59am"
2024-07-14,Turkiye entices Chinese investors,Currency / Exchange Rate,https://www.dawn.com/news/1845672/turkiye-entices-chinese-investors,"Business Turkiye entices Chinese investors Chinese electric vehicle giant BYD signs billion-dollar deal with Ankara to open a plant in west Turkiye. Published 14 Jul, 2024 07:30am"
2024-07-15,"Govt hikes petrol price by Rs9.99, HSD by Rs6.18",Oil & Gas / Energy Sector,https://www.dawn.com/news/1846005/govt-hikes-petrol-price-by-rs999-hsd-by-rs618,"Business Govt hikes petrol price by Rs9.99, HSD by Rs6.18 New petrol price is Rs275.6/ltr and Rs283.63/ltr for high-speed diesel. Published 15 Jul, 2024 11:46pm"
2024-07-15,Govt to keep lid on funds to meet IMF targets,IMF / External Financing; Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1845815/govt-to-keep-lid-on-funds-to-meet-imf-targets,"Pakistan Govt to keep lid on funds to meet IMF targets Finance ministry makes drastic changes to PSDP disbursement, current expenses. Published 15 Jul, 2024 07:08am"
2024-07-15,Pakistan’s cement industry must actively reduce its carbon footprint in line with the global targets of a net-zero future,Cement Sector,https://www.dawn.com/news/1845921,"Business Pakistan’s cement industry must actively reduce its carbon footprint in line with the global targets of a net-zero future The industry’s emissions have surged by 687pc in 2020 relative to 1990. Published 15 Jul, 2024 12:34pm"
2024-07-15,Squeezing Pakistan’s development spending,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1845903/squeezing-pakistans-development-spending,"Business Squeezing Pakistan’s development spending Except for a single year, PSDP spending has been revised downward annually over the past decade. Published 15 Jul, 2024 08:41am"
2024-07-15,"Stocks at PSX climb 1,200 points after govt clinches IMF deal",Stock Market (Direct); IMF / External Financing,https://www.dawn.com/news/1845963/stocks-at-psx-climb-1200-points-after-govt-clinches-imf-deal,"Business Stocks at PSX climb 1,200 points after govt clinches IMF deal Analysts attribute gains to the new IMF deal ""that is supportive for continued macroeconomic stability"". Updated 15 Jul, 2024 04:50pm"
2024-07-15,The case for agriculture exports,Current Account / Trade,https://www.dawn.com/news/1845946/the-case-for-agriculture-exports,"Business The case for agriculture exports Pakistan’s potential for sustainable growth in agri-food exports hinges on its ability to generate a significant surplus. Updated 15 Jul, 2024 12:03pm"
2024-07-15,Unpacking inflation and wage crisis in Pakistan,Inflation / CPI; Currency / Exchange Rate,https://www.dawn.com/news/1845947/unpacking-inflation-and-wage-crisis-in-pakistan,"Business Unpacking inflation and wage crisis in Pakistan The poorest households are the most susceptible to a weakening rupee despite local production of basic edibles. Updated 15 Jul, 2024 11:59am"
2024-07-15,"While exports and remittances have restarted growing, foreign investment has yet to grow fast enough",Fiscal Policy / Budget / Taxes; Current Account / Trade; Foreign Investment / FPI,https://www.dawn.com/news/1845938,"Business While exports and remittances have restarted growing, foreign investment has yet to grow fast enough Increase in taxation rates and continually rising energy prices also challenge services’ exports as much as they hamper goods' export industries. Updated 15 Jul, 2024 03:01pm"
2024-07-16,"Ambitious $60bn three-year target set, despite exporters’ concerns on taxation structure",Fiscal Policy / Budget / Taxes; Current Account / Trade,https://www.dawn.com/news/1846088/ambitious-60bn-three-year-target-set-despite-exporters-concerns-on-taxation-structure,"Business Ambitious $60bn three-year target set, despite exporters’ concerns on taxation structure Commerce ministry officials craft presentations to support the wishes of every new government without considering the practical challenges faced by the export sector. Published 16 Jul, 2024 08:29am"
2024-07-16,Beijingers feel the pinch as economic data disappoints,GDP / Economic Growth,https://www.dawn.com/news/1846094/beijingers-feel-the-pinch-as-economic-data-disappoints,"Business Beijingers feel the pinch as economic data disappoints China hopes double-digit economic growth, citizens disagree. Updated 16 Jul, 2024 10:38am"
2024-07-16,Hopes for rate cut not high despite IMF deal,Inflation / CPI; IMF / External Financing; GDP / Economic Growth,https://www.dawn.com/news/1846093/hopes-for-rate-cut-not-high-despite-imf-deal,"Business Hopes for rate cut not high despite IMF deal Political uncertainty, inflation emerge as key hurdles to economic growth. Published 16 Jul, 2024 08:29am"
2024-07-16,IMF deal to improve funding prospects for Pakistan: Moody’s,IMF / External Financing,https://www.dawn.com/news/1846152/imf-deal-to-improve-funding-prospects-for-pakistan-moodys,"Business IMF deal to improve funding prospects for Pakistan: Moody’s The agency also says that Pakistan is susceptible to ""policy slippages"". Published 16 Jul, 2024 02:38pm"
2024-07-16,"US data shows inflation cooling, says Powell",Inflation / CPI; Banking Sector,https://www.dawn.com/news/1846089/us-data-shows-inflation-cooling-says-powell,"Business US data shows inflation cooling, says Powell While the central bank has focused largely on inflation, it is now also closely monitoring its mandate of promoting maximum employment, Powell says. . Updated 16 Jul, 2024 10:47am"
2024-07-17,Gold scales new peak on US Federal Reserve rate-cut hopes,Monetary Policy / Interest Rates; Global Markets / Fed,https://www.dawn.com/news/1846312/gold-scales-new-peak-on-us-federal-reserve-rate-cut-hopes,"Business Gold scales new peak on US Federal Reserve rate-cut hopes Fed officials' comments suggest interest rate cut expected in September. Updated 17 Jul, 2024 08:30am"
2024-07-17,IMF sees Pakistan economy expanding at 3.5pc in FY25,Inflation / CPI; IMF / External Financing,https://www.dawn.com/news/1846313/imf-sees-pakistan-economy-expanding-at-35pc-in-fy25,"Business IMF sees Pakistan economy expanding at 3.5pc in FY25 Warns of persisting inflationary pressures stemming from renewed trade and geopolitical tensions. Updated 17 Jul, 2024 08:50am"
2024-07-17,Provinces to raise tax revenue by bringing more services into net,IMF / External Financing; Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1846311/provinces-to-raise-tax-revenue-by-bringing-more-services-into-net,"Business Provinces to raise tax revenue by bringing more services into net IMF wants finalisation of a negative list by next fiscal year. Updated 17 Jul, 2024 08:11am"
2024-07-17,Surging steel imports hit local production,Current Account / Trade,https://www.dawn.com/news/1846316/surging-steel-imports-hit-local-production,"Business Surging steel imports hit local production Sluggish demand from complementary industries leads to subdued utilisation of flat steel. Updated 17 Jul, 2024 07:44am"
2024-07-18,Fitch analysis report sees no relief for Imran ‘despite successful legal appeals’,IMF / External Financing; Credit Rating; Political Stability / Government,https://www.dawn.com/news/1846429/fitch-analysis-report-sees-no-relief-for-imran-despite-successful-legal-appeals,"Pakistan Fitch analysis report sees no relief for Imran ‘despite successful legal appeals’ PML-N likely to remain in power, implement IMF-mandated fiscal reforms over next 18 months, says BMI, an arm of Fitch Group. Updated 18 Jul, 2024 05:20pm"
2024-07-18,India plans to ease rice export curbs to retain market share against Pakistan,Current Account / Trade,https://www.dawn.com/news/1846449/india-plans-to-ease-rice-export-curbs-to-retain-market-share-against-pakistan,"World India plans to ease rice export curbs to retain market share against Pakistan India and Pakistan are the leading exporters of basmati rice. Published 18 Jul, 2024 05:34pm"
2024-07-19,"Bears take hold of PSX as shares plunge over 1,700 points on political noise",Stock Market (Direct),https://www.dawn.com/news/1846643/bears-take-hold-of-psx-as-shares-plunge-over-1700-points-on-political-noise,"Business Bears take hold of PSX as shares plunge over 1,700 points on political noise Analysts attribute the downward trajectory to political tensions in the country. Updated 19 Jul, 2024 05:38pm"
2024-07-19,PM wants more tax tribunals to unlock Rs3.2tr,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1846583/pm-wants-more-tax-tribunals-to-unlock-rs32tr,"Pakistan PM wants more tax tribunals to unlock Rs3.2tr Premier demands double the number of Appellate Tribunals for Customs cases, creation of a dashboard to assess tribunals. Updated 19 Jul, 2024 09:08am"
2024-07-19,SBP reserves up $19m,Monetary Policy / Interest Rates,https://www.dawn.com/news/1846590/sbp-reserves-up-19m,"Business SBP reserves up $19m Experts say country will have to pay large amount at the end of this month for debt servicing. Updated 19 Jul, 2024 09:12am"
2024-07-19,Stocks hit another high on positive outlook,Stock Market (Direct); IMF / External Financing,https://www.dawn.com/news/1846593/stocks-hit-another-high-on-positive-outlook,"Business Stocks hit another high on positive outlook $7bn deal with IMF deemed catalyst for all-time high index. Updated 19 Jul, 2024 09:15am"
2024-07-19,Textile exports post paltry growth in FY24,Fiscal Policy / Budget / Taxes; Current Account / Trade; Textile Sector,https://www.dawn.com/news/1846586/textile-exports-post-paltry-growth-in-fy24,"Business Textile exports post paltry growth in FY24 Taxation measures may hurt sector’s performance in 2024-25. Updated 19 Jul, 2024 08:55am"
2024-07-20,Current account deficit shrinks to 13-year low,Current Account / Trade,https://www.dawn.com/news/1846797/current-account-deficit-shrinks-to-13-year-low,"Business Current account deficit shrinks to 13-year low Drops 79pc to $681m in FY24 from $3.275bn a year ago; June sees $329m deficit. Updated 20 Jul, 2024 08:25am"
2024-07-20,Expensive fuel keeps weekly inflation elevated,Inflation / CPI; Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1846799/expensive-fuel-keeps-weekly-inflation-elevated,"Business Expensive fuel keeps weekly inflation elevated SPI sees 24pc year-on-year increase as sales tax adds to prices of food, everyday items. Updated 20 Jul, 2024 08:07am"
2024-07-20,FDI jumps 17pc to $1.9bn,Foreign Investment / FPI,https://www.dawn.com/news/1846796/fdi-jumps-17pc-to-19bn,"Business FDI jumps 17pc to $1.9bn Chinese investments decline from $692m in the previous fiscal year to $568m. Updated 20 Jul, 2024 08:37am"
2024-07-20,Industrialist offers to cut tariff of his two IPPs,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1846709/industrialist-offers-to-cut-tariff-of-his-two-ipps,"Business Industrialist offers to cut tariff of his two IPPs They termed the current energy tariffs unacceptable, unviable and a disaster for the country’s industry. Updated 20 Jul, 2024 08:41am"
2024-07-20,‘Sky-high power tariffs hindering exports’,Fiscal Policy / Budget / Taxes; Current Account / Trade; Textile Sector,https://www.dawn.com/news/1846800/sky-high-power-tariffs-hindering-exports,"Business ‘Sky-high power tariffs hindering exports’ Former minister, textile exporters cry foul over ""dormant"" IPPs receiving capacity charges. Updated 20 Jul, 2024 08:12am"
2024-07-21,FBR’s ‘wrong decision’ halts gold imports,Fiscal Policy / Budget / Taxes; Current Account / Trade,https://www.dawn.com/news/1846958/fbrs-wrong-decision-halts-gold-imports,"Business FBR’s ‘wrong decision’ halts gold imports Doubling of advance tax to 2pc triggers relocation of businesses abroad. Updated 21 Jul, 2024 09:22am"
2024-07-21,Implementing new IMF deal a challenge as political pressure mounts,IMF / External Financing,https://www.dawn.com/news/1846953/implementing-new-imf-deal-a-challenge-as-political-pressure-mounts,"Business Implementing new IMF deal a challenge as political pressure mounts If the political situation remains unstable, significant growth in FY25 is unlikely, analyst notes. Updated 21 Jul, 2024 08:20am"
2024-07-21,Non-textile exports surge 25pc in FY24,Current Account / Trade; Textile Sector,https://www.dawn.com/news/1846955/non-textile-exports-surge-25pc-in-fy24,"Business Non-textile exports surge 25pc in FY24 Growth recorded in exports of electric fans, transport equipment, auto parts, and rubber tyres. Updated 21 Jul, 2024 09:41am"
2024-07-21,Oil industry seeks Rs26bn compensation,Oil & Gas / Energy Sector,https://www.dawn.com/news/1846959/oil-industry-seeks-rs26bn-compensation,"Business Oil industry seeks Rs26bn compensation Oil marketing association says petroleum ministry has been reluctant to disburse the money. Updated 21 Jul, 2024 09:14am"
2024-07-21,Save Pakistan from IPPs’ exploitation: Kati chief,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1846952/save-pakistan-from-ipps-exploitation-kati-chief,"Business Save Pakistan from IPPs’ exploitation: Kati chief Says power plants run by 40 families get more money than defence budget. Updated 21 Jul, 2024 09:51am"
2024-07-22,Agriculture needs to be subject to progressive taxation,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1847215,"Business Agriculture needs to be subject to progressive taxation Requiring all farmers with more than 12 acres to file agriculture income tax returns would result in around Rs0.7m in returns annually. Published 22 Jul, 2024 09:09am"
2024-07-22,"Bears continue stampede at PSX as shares lose over 1,500 points due to political disturbances",Stock Market (Direct); Political Stability / Government,https://www.dawn.com/news/1847296/bears-continue-stampede-at-psx-as-shares-lose-over-1500-points-due-to-political-disturbances,"Business Bears continue stampede at PSX as shares lose over 1,500 points due to political disturbances Analyst attributes the decline to ""heightened political tensions"" related to a potential ban on PTI. Updated 22 Jul, 2024 04:08pm"
2024-07-22,Downsizing a bloated government,IMF / External Financing,https://www.dawn.com/news/1846993/downsizing-a-bloated-government,"Business Downsizing a bloated government The IMF, economists and political parties are pressuring the government to curtail its own expenditures. Updated 22 Jul, 2024 10:46am"
2024-07-22,Taxes turning milk sour,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1847197/taxes-turning-milk-sour,"Business Taxes turning milk sour Ensuring access to safe, nutritious milk is not just an economic necessity — it is a moral imperative. Updated 22 Jul, 2024 08:43am"
2024-07-23,Aurangzeb updates Fitch team on economic ‘achievements’,Credit Rating,https://www.dawn.com/news/1847441/aurangzeb-updates-fitch-team-on-economic-achievements,"Business Aurangzeb updates Fitch team on economic ‘achievements’ A virtual meeting via Zoom held five days after BMI released its detailed country risk report. Updated 23 Jul, 2024 10:05am"
2024-07-23,Bank users get Rs681m relief in six months,Monetary Policy / Interest Rates,https://www.dawn.com/news/1847436/bank-users-get-rs681m-relief-in-six-months,"Business Bank users get Rs681m relief in six months Despite new measures by the SBP, there was not let-up in the number of complaints being lodged against commercial banks. Published 23 Jul, 2024 06:45am"
2024-07-23,Flour millers claim deal with govt over withholding tax mechanism,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1847470/flour-millers-claim-deal-with-govt-over-withholding-tax-mechanism,"Pakistan Flour millers claim deal with govt over withholding tax mechanism Decided that milling industry across the country would operate as usual. Updated 23 Jul, 2024 09:54am"
2024-07-23,High tariffs push down power demand,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1847437/high-tariffs-push-down-power-demand,"Business High tariffs push down power demand In absolute terms, hydel and RLNG contribute the most to additional power generation. Published 23 Jul, 2024 06:45am"
2024-07-23,Most analysts expect policy rate cut amid low inflation,Monetary Policy / Interest Rates; Inflation / CPI,https://www.dawn.com/news/1847440/most-analysts-expect-policy-rate-cut-amid-low-inflation,"Business Most analysts expect policy rate cut amid low inflation Over a quarter expect reduction of 100bps, 11.5pc predict 150bps cut. Updated 23 Jul, 2024 10:21am"
2024-07-23,PM Shehbaz asks FBR to ensure seamless refunds to exporters,Fiscal Policy / Budget / Taxes; Current Account / Trade,https://www.dawn.com/news/1847512/pm-shehbaz-asks-fbr-to-ensure-seamless-refunds-to-exporters,"Pakistan PM Shehbaz asks FBR to ensure seamless refunds to exporters Tasks government officials to achieve the ambitious goal of $60 billion in exports within 3 years. Published 23 Jul, 2024 04:24pm"
2024-07-24,Debt-ridden Pakistan likened to ‘canary in a coal mine’,Monetary Policy / Interest Rates,https://www.dawn.com/news/1847694/debt-ridden-pakistan-likened-to-canary-in-a-coal-mine,"Business Debt-ridden Pakistan likened to ‘canary in a coal mine’ Ex-SBP chief warns that due to heavy interest burdens, government has no resources left for social spending. Updated 24 Jul, 2024 11:13am"
2024-07-24,"Economy showing resilience, finmin says in briefing for Moody’s",Foreign Reserves,https://www.dawn.com/news/1847691/economy-showing-resilience-finmin-says-in-briefing-for-moodys,"Business Economy showing resilience, finmin says in briefing for Moody’s Increasing remittances, foreign exchange reserves cited as evidence of economic improvement. Updated 24 Jul, 2024 11:21am"
2024-07-24,Equities recover partially on rate cut hopes,Monetary Policy / Interest Rates,https://www.dawn.com/news/1847689/equities-recover-partially-on-rate-cut-hopes,"Business Equities recover partially on rate cut hopes Monetary Policy Committee to make an announcement on rate cut on July 29. Updated 24 Jul, 2024 11:48am"
2024-07-24,Oil falls 2pc on ceasefire talks,Oil & Gas / Energy Sector,https://www.dawn.com/news/1847690/oil-falls-2pc-on-ceasefire-talks,"Business Oil falls 2pc on ceasefire talks US diesel futures settle at their lowest since June 7, while gasoline futures close at their lowest since June 14. Updated 24 Jul, 2024 11:40am"
2024-07-24,Six oil firms ordered to pay duty on petrol imports,Fiscal Policy / Budget / Taxes; Current Account / Trade; Oil & Gas / Energy Sector,https://www.dawn.com/news/1847692/six-oil-firms-ordered-to-pay-duty-on-petrol-imports,"Business Six oil firms ordered to pay duty on petrol imports Two-member tribunal passes order allowing departmental appeals against an order from collector customs (appeals) in favour of oil importers. Updated 24 Jul, 2024 11:35am"
2024-07-24,Sugar export to Afghanistan resumes after four years,Current Account / Trade,https://www.dawn.com/news/1847614/sugar-export-to-afghanistan-resumes-after-four-years,"Pakistan Sugar export to Afghanistan resumes after four years Over 400 vehicles cross Torkham border in four days. Updated 24 Jul, 2024 08:49am"
2024-07-25,A fight has broken out between the textile lobby and power generation companies,Fiscal Policy / Budget / Taxes; Textile Sector,https://www.dawn.com/news/1847880/the-billionaires-bash,"Business A fight has broken out between the textile lobby and power generation companies Why has the textile lobby declared war on the IPPs? The simple answer is their power tariffs have been hiked. Updated 25 Jul, 2024 10:07am"
